ID,Class,Order,Family,Genus,Species,SciName,CommonName,PreyGroup,PreyMass
1654,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1655,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
1656,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Coragyps atratus,Black Vulture,Other Bird,1882
1657,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1658,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1659,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1660,Bivalvia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1661,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1662,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1663,Aves,Gruiformes,Rallidae,Porzana,carolina,Porzana carolina,Sora,Secretive Marsh Bird,75
1664,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
1665,Aves,Pelecaniformes,Ardeidae,Egretta,thula,Egretta thula,Snowy Egret,Wading Bird,371
1666,Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Butorides virescens,Green Heron,Wading Bird,202
1667,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1668,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1669,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1670,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1671,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1672,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1673,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1674,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1675,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1676,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1677,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1678,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1679,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
1680,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1681,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1682,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1683,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1684,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1685,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1686,Aves,Pelecaniformes,Threskiornithidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
1687,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1688,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus allapaticola,Peromyscus gossipinus allapaticola,Key Largo Cotton Mouse,Small Mammal,29
1689,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
1690,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1691,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1692,Aves,Galliformes,Phasianidae,Gallus,gallus,Gallus gallus,Chicken,Domestic Bird,751
1693,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1694,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1695,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1696,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1697,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1698,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1699,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1700,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1701,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1702,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1703,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1704,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1705,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1706,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
1707,Mammalia,Carnivora,Felidae,Lynx,rufus,Lynx rufus,Bobcat,Mesomammal,8904
1708,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Sciurus carolinensis,Gray Squirrel,Small Mammal,506
1709,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1710,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1711,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1712,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1713,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1714,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1715,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1716,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1717,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1718,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
1719,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1720,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1721,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1722,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1723,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1724,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1725,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1726,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1727,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1728,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
1729,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1730,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1731,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1732,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
1733,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1734,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1735,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1736,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1737,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1738,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1739,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1740,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1741,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1742,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
1743,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1744,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1745,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1746,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1747,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1748,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1749,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1750,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1751,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1752,Aves,Passeriformes,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Passerine,NA
1753,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1754,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1755,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1756,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1757,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1758,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1759,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1760,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
1761,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1762,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1763,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
1764,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1765,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1766,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1767,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1768,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1769,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1770,Mammalia,Carnivora,Felidae,Felis,catus,Felis catus,Domestic Cats,Mesomammal,2885
1771,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
1772,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
1773,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1774,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1775,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1776,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1777,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1778,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1779,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1780,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1781,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
1782,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1783,Malacostraca,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1784,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1785,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1786,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1787,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1788,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1789,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1790,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Eastern Woodrat,Small Mammal,245
1791,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1792,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1793,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
1794,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1795,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1796,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1797,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1798,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1799,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1800,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1801,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1802,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1803,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Ardea herodias,Great Blue Heron,Wading Bird,2523
1804,Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,Marsh Rice Rat,Small Mammal,54
1805,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1806,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
1807,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1808,Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Butorides virescens,Green Heron,Wading Bird,202
1809,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
1810,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
1811,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
1812,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1813,Aves,Anseriformes,Anatidae,Anas,fulvigula,Anas fulvigula,Mottled Duck,Aquatic Bird,1043
1814,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1815,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1816,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1817,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1818,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1819,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1820,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1821,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1822,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1823,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1824,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
1825,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1826,Mammalia,Lagomorpha,Leporidae,Sylvilagus,sp,Sylvilagus sp,Unidentifiable rabbit,Rabbit,NA
1827,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Coot Or Gallinule,Secretive Marsh Bird,NA
1828,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1829,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1830,Reptilia,Squamata,Iguanidae,Iguana,iguana,Iguana iguana,Green Iguana,Reptile,1530
1831,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1832,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1833,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1834,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1835,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1836,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1837,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1838,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1839,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Agelaius phoeniceus,Red-Winged Blackbird,Passerine,51
1840,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1841,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1842,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1843,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
1844,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1845,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1846,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
1847,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1848,Aves,Passeriformes,Icteridae,Sturnella,magna,Sturnella magna,Eastern Meadowlark,Passerine,92
1849,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1850,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga anhinga,Anhinga,Aquatic Bird,1235
1851,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1852,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Coot Or Gallinule,Secretive Marsh Bird,NA
1853,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1854,Reptilia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Reptile,NA
1855,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
1856,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1857,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1858,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1859,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1860,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
1861,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
1862,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1863,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1864,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Eastern Woodrat,Small Mammal,245
1865,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1866,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1867,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1868,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1869,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
1870,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1871,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1872,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
1873,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1874,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1875,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1876,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
1877,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1878,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
