X10Jun22Order,PythonID,PythonIDType,MassG,Sex,Class,Order,Family,Genus,Species,SciName,CommonName,PreyGroup,PreyMass
1986,bp01-15apr16,SWConservancyID,6700,f,Aves,Anseriformes,Anatidae,spatula,discors,Spatula discors,Blue-Winged Teal,Aquatic Bird,359
1987,bp01-15dec15,SWConservancyID,11000,m,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Urocyon cinereoargenteus,Gray Fox,Mesomammal,3830
1988,bp01-15feb16,SWConservancyID,63500,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1989,bp01-15feb18,SWConservancyID,9800,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
1990,bp01-16dec12,SWConservancyID,900,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1991,bp01-16feb15,SWConservancyID,23590,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1992,bp01-16feb16,SWConservancyID,44650,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
1993,bp01-16jan16,SWConservancyID,24900,m,Gastropoda,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
1994,BP01-16MAR21,SWConservancyID,4530,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1995,bp01-17feb16,SWConservancyID,33750,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
1996,bp01-17nov16,SWConservancyID,9400,m,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
1997,bp01-17nov16,SWConservancyID,9400,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
1998,BP01-17NOV18,SWConservancyID,50340,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
1999,bp01-18apr16,SWConservancyID,22700,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2000,bp01-18feb18,SWConservancyID,6300,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2001,bp01-18jan17,SWConservancyID,24000,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2002,bp01-18jan17,SWConservancyID,24000,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2003,bp01-18nov16,SWConservancyID,600,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2004,bp01-19dec15,SWConservancyID,20050,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2005,bp01-19dec15,SWConservancyID,20050,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2006,bp01-19dec16,SWConservancyID,40800,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2007,bp01-19feb16,SWConservancyID,32100,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
2008,bp01-19jan16,SWConservancyID,15900,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2009,bp01-19jan17,SWConservancyID,41000,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2010,bp01-19jul17,SWConservancyID,4300,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
2011,bp01-19may14,SWConservancyID,1900,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2012,bp01-20dec17,SWConservancyID,1500,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
2013,bp01-20jan17,SWConservancyID,7300,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2014,bp01-21aug17,SWConservancyID,3200,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2015,bp01-21dec17,SWConservancyID,47100,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2016,bp01-21feb18,SWConservancyID,26200,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2017,bp01-21jul17,SWConservancyID,2900,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2018,bp01-21mar18,SWConservancyID,26800,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2019,BP01-21MAY21,SWConservancyID,39200,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2020,bp01-21oct15,SWConservancyID,1150,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2021,bp01-22dec16,SWConservancyID,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2022,bp01-22jan17,SWConservancyID,14800,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2023,bp01-22jan17,SWConservancyID,14800,f,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
2024,bp01-22jul14,SWConservancyID,NA,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2025,bp01-22oct16,SWConservancyID,5100,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2026,bp01-23dec15,SWConservancyID,9600,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
2027,bp03-23feb16,SWConservancyID,11150,m,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2028,bp01-23feb16,SWConservancyID,56750,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2029,bp01-23jan17,SWConservancyID,48200,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2030,bp01-23jan17,SWConservancyID,48200,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2031,bp01-23nov16,SWConservancyID,21800,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2032,BP01-23OCT19,SWConservancyID,43400,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2033,bp01-24may13,SWConservancyID,NA,NA,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2034,bp01-24may13,SWConservancyID,NA,NA,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2035,bp01-24may16,SWConservancyID,2800,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2036,BP01-24OCT18,SWConservancyID,73650,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2037,bp01-24sep15,SWConservancyID,4950,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2038,bp01-25apr12,SWConservancyID,49000,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2039,bp01-25feb12,SWConservancyID,20900,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2040,bp01-25oct16,SWConservancyID,1100,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2041,bp01-26dec15,SWConservancyID,9650,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2042,BP01-26JAN15,SWConservancyID,14290,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2043,bp01-26jan16,SWConservancyID,2400,m,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Neotoma floridana,Eastern Woodrat,Small Mammal,NA
2044,bp01-26jul17,SWConservancyID,100,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2045,bp01-27dec18,SWConservancyID,56700,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2046,bp01-27jan17,SWConservancyID,3000,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2047,bp01-27sep14,SWConservancyID,7260,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2048,bp01-27sep14,SWConservancyID,7260,f,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
2049,bp01-27sep14,SWConservancyID,7260,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
2050,bp01-28dec12,SWConservancyID,NA,NA,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2051,bp01-28nov12,SWConservancyID,30400,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2052,bp01-28nov16,SWConservancyID,4500,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2053,BP01-28Sep19,SWConservancyID,2800,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2054,BP01-28Sep19,SWConservancyID,2800,m,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Urocyon cinereoargenteus,Gray Fox,Mesomammal,3830
2055,BP01-29Jan18,SWConservancyID,15100,f,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
2056,bp01-30aug16,SWConservancyID,3400,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2057,bp01-30jun17,SWConservancyID,1000,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2058,bp01-31jan17,SWConservancyID,45200,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2059,bp01-31jan18,SWConservancyID,47200,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2060,bp01-4may2015,SWConservancyID,2000,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2061,bp02-010314,SWConservancyID,9700,m,Aves,Anseriformes,Anatidae,Anas,crecca,Anas crecca,Green-Winged Teal,Aquatic Bird,342
2062,BP02-01Feb18,SWConservancyID,3300,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
2063,bp02-01feb18,SWConservancyID,3300,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2064,bp02-02aug16,SWConservancyID,300,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2065,BP02-04DEC19,SWConservancyID,45650,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2066,bp02-04mar15,SWConservancyID,3590,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2067,bp02-07feb17,SWConservancyID,5400,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
2068,bp02-08jan17,SWConservancyID,7800,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2069,bp02-08mar16,SWConservancyID,27700,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
2070,bp02-09jan16,SWConservancyID,17800,f,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Urocyon cinereoargenteus,Gray Fox,Mesomammal,3830
2071,bp02-09jan16,SWConservancyID,17800,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2072,bp02-09jan16,SWConservancyID,17800,f,Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Nycticorax nycticorax,Black-Crowned Night-Heron,Wading Bird,810
2073,BP02-10DEC20,SWConservancyID,32400,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2074,bp02-11dec14,SWConservancyID,9160,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2075,bp02-11feb16,SWConservancyID,20700,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2076,bp02-11jun17,SWConservancyID,2800,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2077,bp02-122012,SWConservancyID,17700,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
2078,bp02-13jan17,SWConservancyID,5700,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
2079,bp02-14dec14,SWConservancyID,7950,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2080,bp02-14jan17,SWConservancyID,21700,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2081,bp02-15feb16,SWConservancyID,22150,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2082,BP02-15Feb19,SWConservancyID,31600,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2083,bp02-15nov16,SWConservancyID,6800,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2084,BP02-18FEB19,SWConservancyID,51500,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2085,bp02-19jan16,SWConservancyID,8100,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2086,bp02-20jan17,SWConservancyID,10100,f,Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,Marsh Rice Rat,Small Mammal,54
2087,bp02-20jan17,SWConservancyID,10100,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2088,BP02-20Jan18,SWConservancyID,9200,f,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
2089,bp02-23jul17,SWConservancyID,100,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2090,bp02-23jul17,SWConservancyID,100,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2091,bp02-25apr12,SWConservancyID,31200,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
2092,bp02-26dec15,SWConservancyID,11200,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2093,bp02-26feb16,SWConservancyID,15400,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2094,bp02-26jul17,SWConservancyID,200,m,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
2095,bp02-28jan17,SWConservancyID,28100,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2096,bp03-04mar15,SWConservancyID,9040,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2097,bp03-06feb17,SWConservancyID,14100,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
2098,BP03-07JAN21,SWConservancyID,52500,f,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
2099,bp03-08mar16,SWConservancyID,13000,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2100,bp03-08mar16,SWConservancyID,13000,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2101,bp03-09jan16,SWConservancyID,14560,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2102,bp03-10jan17,SWConservancyID,8300,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2103,bp03-12dec17,SWConservancyID,7300,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2104,bp02-21nov14,SWConservancyID,19050,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,sp,Sylvilagus sp,Unidentifiable rabbit,Rabbit,NA
2105,bp03-21nov14,SWConservancyID,8070,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2106,bp03-21nov14,SWConservancyID,8070,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
2107,bp04_16dec15,SWConservancyID,11300,f,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Urocyon cinereoargenteus,Gray Fox,Mesomammal,3830
2108,bp04_16dec15,SWConservancyID,11300,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2109,bp04-11feb16,SWConservancyID,48900,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2110,BP04-12Dec17,SWConservancyID,8200,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
2111,bp04-15feb18,SWConservancyID,10400,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2112,bp04-23feb16,SWConservancyID,57610,f,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Coragyps atratus,Black Vulture,Other Bird,1882
2113,BP04-27Feb19,SWConservancyID,41300,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2114,bp-060512,SWConservancyID,NA,m,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
2115,Case incident #2166,USGSWARCNotes,NA,NA,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2116,e29-bp01-03dec17,SWConservancyID,25000,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
2117,east ever pymo,USGSWARCNotes,NA,NA,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
2118,edd-bp01-11jul17,SWConservancyID,7800,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
2119,edd-bp01-30aug17,SWConservancyID,300,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
2120,fp(dry lab chest freezer),USGSWARCNotes,NA,NA,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Agelaius phoeniceus,Red-Winged Blackbird,Passerine,51
2121,fp(dry lab chest freezer),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2122,frog pond (no number),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2123,frog pond (no number),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2124,frog pond (no number),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2125,frog pond (no number),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2126,frog pond (no number),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2127,hatchling_ m. rochford,USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
2128,j. holbrook hatchling,USGSWARCNotes,NA,NA,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
2129,k. donnell,USGSWARCNotes,NA,NA,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
2130,l03 (near johnson creek mound),USGSWARCNotes,NA,NA,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
2131,m. rochford,USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
2132,Near Johnny,NA,NA,NA,Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Nycticorax nycticorax,Black-Crowned Night-Heron,Wading Bird,810
2133,nec-062515,NA,5300,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
2134,nec-092313,NA,NA,NA,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
2135,no number_,USGSWARCNotes,NA,NA,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,Troglodytes aedon,House Wren,Passerine,11
2136,no number_2/20/2007,USGSWARCNotes,NA,NA,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
2137,no number_9/7/2006,USGSWARCNotes,NA,NA,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
2138,no number_nine mile pond,USGSWARCNotes,NA,NA,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
